ncessch,state,lat,lon,cbsa,school_year,cbsatype,cnty,nmcnty,fipst,statename,sch_name,lea_name,st_leaid,leaid,st_schid,sy_status_text,sch_type_text,recon_status,charter_text,g_pk_offered,tot_enrollment,teacher_fte,prop_frl,re_amind,re_asian,re_black,re_hisp,re_missing,re_multi,re_nathi,re_white,prop_gen_female,prop_gen_miss
410804001796,OR,42.32094,-122.863881,32780,2014-2015,1,41029,Jackson County,41,OREGON,Logos Public Charter School,Medford SD 549C,00000000002048,4108040,00000000000000004821,Open,Regular School,No,Yes,N,938,38.81,-0.0010660980810234541,0.0042643923240938165,0.008528784648187633,0.0010660980810234541,0.07889125799573561,0,0.03624733475479744,0,0.8710021321961621,0.5660980810234542,NA
410804001796,OR,42.32094,-122.863881,32780,2015-2016,1,41029,Jackson County,41,OREGON,Logos Public Charter School,Medford SD 549C,00000000002048,4108040,00000000002048-00000000000000004821,Open,Regular School,No,Yes,No,870,37.81,-0.0011494252873563218,0.0022988505747126436,0.005747126436781609,0.0022988505747126436,0.07241379310344828,0,0.029885057471264367,0,0.8873563218390804,0.5839080459770115,NA
410804001829,OR,42.33476,-122.874621,32780,2014-2015,1,41029,Jackson County,41,OREGON,Kids Unlimited Academy,Medford SD 549C,00000000002048,4108040,00000000000000005205,Open,Regular School,No,Yes,N,248,12.25,0.8104838709677419,0.004032258064516129,0.016129032258064516,0.008064516129032258,0.41935483870967744,0,0.020161290322580645,0,0.532258064516129,0.4314516129032258,NA
410804001829,OR,42.33512,-122.874841,32780,2015-2016,1,41029,Jackson County,41,OREGON,Kids Unlimited Academy,Medford SD 549C,00000000002048,4108040,00000000002048-00000000000000005205,Open,Regular School,No,Yes,No,297,16.71,0.8047138047138047,0.003367003367003367,0.010101010101010102,0.003367003367003367,0.5218855218855218,0,0.030303030303030304,0.006734006734006734,0.42424242424242425,0.48484848484848486,NA
410804001829,OR,42.33512,-122.874841,32780,2016-2017,1,41029,Jackson County,41,OREGON,Kids Unlimited Academy,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000005205,Open,Regular School,No,Yes,No,1740,23.05,0.16091954022988506,0.0022988505747126436,0.0034482758620689655,0.0022988505747126436,0.22413793103448276,0.6,0.013793103448275862,0.0034482758620689655,0.15057471264367817,0.20229885057471264,0.6
410804001829,OR,42.33512,-122.874841,32780,2017-2018,1,41029,Jackson County,41,OREGON,Kids Unlimited Academy,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000005205,Open,Regular School,No,Yes,No,1900,25.88,0.16105263157894736,0.002105263157894737,0.003157894736842105,0.0010526315789473684,0.25894736842105265,0.6,0.014736842105263158,0.003157894736842105,0.1168421052631579,0.20526315789473684,0.6
410804001843,OR,42.338857000000004,-122.87712300000001,32780,2016-2017,1,41029,Jackson County,41,OREGON,The Valley School of Southern Oregon,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000005304,Open,Regular School,No,Yes,No,500,2.50,0.028,0,0.012,0,0.024,0.6,0.012,0,0.352,0.16,0.6
410804001843,OR,42.338857000000004,-122.87712300000001,32780,2017-2018,1,41029,Jackson County,41,OREGON,The Valley School of Southern Oregon,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000005304,Open,Regular School,No,Yes,No,500,4.00,0.022,0,0.008,0.004,0.044,0.6,0.016,0,0.328,0.176,0.6
410804001843,OR,42.33911,-122.876851,32780,2015-2016,1,41029,Jackson County,41,OREGON,The Valley School of Southern Oregon,Medford SD 549C,00000000002048,4108040,00000000002048-00000000000000005304,New,Regular School,No,Yes,No,74,2.45,0.20270270270270271,0,0.02702702702702703,0,0.05405405405405406,0,0.04054054054054054,0,0.8783783783783784,0.36486486486486486,NA
410804004187,OR,42.31606,-122.87329100000001,32780,2016-2017,1,41029,Jackson County,41,OREGON,Central Medford High School,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000003554,Open,Alternative School,No,No,No,990,15.71,0.15454545454545454,0.014141414141414142,0,0.020202020202020204,0.09696969696969697,0.6,0.022222222222222223,0.00202020202020202,0.24444444444444444,0.16363636363636364,0.6
410804004187,OR,42.31606,-122.87329100000001,32780,2017-2018,1,41029,Jackson County,41,OREGON,Central Medford High School,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000003554,Open,Alternative School,No,No,No,1175,15.63,0.15404255319148935,0.011914893617021277,0.003404255319148936,0.00851063829787234,0.13106382978723405,0.6,0.03404255319148936,0.001702127659574468,0.2093617021276596,0.16,0.6
410804004187,OR,42.31606,-122.873291,32780,2014-2015,1,41029,Jackson County,41,OREGON,Central Medford High School,Medford SD 549C,00000000002048,4108040,00000000000000003554,Open,Alternative Education School,No,No,N,262,14.80,0.7709923664122137,0.015267175572519083,0.003816793893129771,0.015267175572519083,0.2862595419847328,0,0.026717557251908396,0.011450381679389313,0.6412213740458015,0.3931297709923664,NA
410804004187,OR,42.31606,-122.873291,32780,2015-2016,1,41029,Jackson County,41,OREGON,Central Medford High School,Medford SD 549C,00000000002048,4108040,00000000002048-00000000000000003554,Open,Alternative Education School,No,No,No,275,16.59,0.7672727272727272,0.02181818181818182,0.0036363636363636364,0.02909090909090909,0.2727272727272727,0,0.05818181818181818,0.01090909090909091,0.6036363636363636,0.39636363636363636,NA
410810000722,OR,44.749872,-122.41582500000001,10540,2016-2017,1,41043,Linn County,41,OREGON,Santiam Elementary School,Santiam Canyon SD 129J,OR-00000000002104,4108100,OR-00000000002104-00000000000000000681,Open,Regular School,No,No,No,1475,18.30,0.10847457627118644,0.005423728813559322,0,0.008135593220338983,0.029830508474576273,0.6,0.02576271186440678,0.005423728813559322,0.3254237288135593,0.19254237288135592,0.6
410810000722,OR,44.749872,-122.41582500000001,10540,2017-2018,1,41043,Linn County,41,OREGON,Santiam Elementary School,Santiam Canyon SD 129J,OR-00000000002104,4108100,OR-00000000002104-00000000000000000681,Open,Regular School,No,No,No,1520,18.50,0.10526315789473684,0.005263157894736842,0,0.006578947368421052,0.02368421052631579,0.6,0.02763157894736842,0.003947368421052632,0.33289473684210524,0.19605263157894737,0.6
410810000722,OR,44.750807,-122.481255,10540,2014-2015,1,41043,Linn County,41,OREGON,Santiam Elementary School,Santiam Canyon SD 129J,00000000002104,4108100,00000000000000000681,Open,Regular School,No,No,N,300,15.00,0.5533333333333333,0.01,0,0.01,0.09,0,0.043333333333333335,0.01,0.8366666666666667,0.49666666666666665,NA
410810000722,OR,44.750807,-122.481255,10540,2015-2016,1,41043,Linn County,41,OREGON,Santiam Elementary School,Santiam Canyon SD 129J,00000000002104,4108100,00000000002104-00000000000000000681,Open,Regular School,No,No,No,308,16.21,0.5974025974025974,0.01948051948051948,0,0.01948051948051948,0.08441558441558442,0,0.045454545454545456,0.016233766233766232,0.814935064935065,0.512987012987013,NA
410810000724,OR,44.751935,-122.47941100000001,10540,2016-2017,1,41043,Linn County,41,OREGON,Santiam Junior/Senior High School,Santiam Canyon SD 129J,OR-00000000002104,4108100,OR-00000000002104-00000000000000000683,Open,Regular School,No,No,No,1175,14.43,0.10553191489361702,0,0.001702127659574468,0,0.05446808510638298,0.6,0.02553191489361702,0,0.31829787234042556,0.18382978723404256,0.6
410810000724,OR,44.751935,-122.47941100000001,10540,2017-2018,1,41043,Linn County,41,OREGON,Santiam Junior/Senior High School,Santiam Canyon SD 129J,OR-00000000002104,4108100,OR-00000000002104-00000000000000000683,Open,Regular School,No,No,No,1390,16.66,0.09712230215827339,0.0014388489208633094,0.0014388489208633094,0.0014388489208633094,0.034532374100719423,0.6,0.025899280575539568,0,0.33525179856115106,0.18705035971223022,0.6
410810000724,OR,44.751935,-122.479411,10540,2014-2015,1,41043,Linn County,41,OREGON,Santiam Junior/Senior High School,Santiam Canyon SD 129J,00000000002104,4108100,00000000000000000683,Open,Regular School,No,No,N,241,12.33,0.5809128630705395,0.004149377593360996,0,0,0.14107883817427386,0,0.04564315352697095,0,0.8091286307053942,0.44398340248962653,NA
410810000724,OR,44.751935,-122.479411,10540,2015-2016,1,41043,Linn County,41,OREGON,Santiam Junior/Senior High School,Santiam Canyon SD 129J,00000000002104,4108100,00000000002104-00000000000000000683,Open,Regular School,No,No,No,248,14.33,0.6129032258064516,0,0,0,0.13306451612903225,0,0.06048387096774194,0,0.8064516129032258,0.4798387096774194,NA
410810001680,OR,44.75759,-122.48716100000001,41420,2016-2017,1,41047,Marion County,41,OREGON,Oregon Connections Academy,Santiam Canyon SD 129J,OR-00000000002104,4108100,OR-00000000002104-00000000000000004399,Open,Regular School,No,Yes,No,19055,137.69,NA,0.0056678037260561535,0.007032274993440042,0.006192600367357649,0.045762267121490424,0.6,0.029598530569404355,9.446339543426922e-4,0.3048018892679087,0.21044345316189977,0.6
410810001680,OR,44.75759,-122.48716100000001,41420,2017-2018,1,41047,Marion County,41,OREGON,Oregon Connections Academy,Santiam Canyon SD 129J,OR-00000000002104,4108100,OR-00000000002104-00000000000000004399,Open,Regular School,No,Yes,No,18600,143.27,NA,0.005483870967741935,0.006666666666666667,0.007419354838709678,0.05150537634408602,0.6,0.03193548387096774,0.0011827956989247312,0.2958064516129032,0.21096774193548387,0.6
410810001680,OR,44.75847,-122.487101,41420,2015-2016,1,41047,Marion County,41,OREGON,Oregon Connections Academy,Santiam Canyon SD 129J,00000000002104,4108100,00000000002104-00000000000000004399,Changed Agency,Regular School,No,Yes,No,3763,136.5,-2.6574541589157585e-4,0.015147488705819825,0.01355301621047037,0.012755779962795642,0.10895562051554611,0,0.07042253521126761,0.0034546904065904864,0.77571086898751,0.5320223226149349,NA
410816001098,OR,45.981201,-118.402493,25840,2014-2015,NA,NA,NA,41,OREGON,Ferndale Elementary School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000000000001041,Open,Regular School,No,No,N,282,15.00,0.7021276595744681,0,0.014184397163120567,0,0.40425531914893614,0,0.02127659574468085,0,0.5602836879432624,0.4716312056737589,NA
410816001116,OR,45.933319,-118.392221,25840,2014-2015,2,41059,Umatilla County,41,OREGON,Central Middle School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000000000001057,Open,Regular School,No,No,N,415,21.83,0.744578313253012,0.0024096385542168677,0.0024096385542168677,0.0024096385542168677,0.5469879518072289,0,0.02650602409638554,0,0.41927710843373495,0.5108433734939759,NA
410816001116,OR,45.933319,-118.392221,25840,2015-2016,2,41059,Umatilla County,41,OREGON,Central Middle School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000002205-00000000000000001057,Open,Regular School,No,No,No,406,21.83,0.8251231527093597,0.0024630541871921183,0.0024630541871921183,0.0024630541871921183,0.5394088669950738,0,0.03201970443349754,0.0024630541871921183,0.4187192118226601,0.5320197044334976,NA
410816001116,OR,45.933319000000004,-118.392221,25840,2016-2017,2,41059,Umatilla County,41,OREGON,Central Middle School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000001057,Open,Regular School,No,No,No,2070,21.55,0.17149758454106281,0.001932367149758454,0.001932367149758454,0,0.23478260869565218,0.6,0.00676328502415459,9.66183574879227e-4,0.1536231884057971,0.2144927536231884,0.6
410816001116,OR,45.933319000000004,-118.392221,25840,2017-2018,2,41059,Umatilla County,41,OREGON,Central Middle School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000001057,Open,Regular School,No,No,No,2070,21.76,0.1536231884057971,0.001932367149758454,0.004830917874396135,0,0.23381642512077294,0.6,0.007729468599033816,9.66183574879227e-4,0.15072463768115943,0.20772946859903382,0.6
410816001117,OR,45.943542,-118.398288,25840,2014-2015,NA,NA,NA,41,OREGON,Freewater Elementary School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000000000001058,Open,Regular School,No,No,N,289,16.97,0.7716262975778547,0.01384083044982699,0,0,0.6782006920415224,0,0.01384083044982699,0,0.29411764705882354,0.5501730103806228,NA
410816001118,OR,45.921876,-118.377532,25840,2014-2015,NA,NA,NA,41,OREGON,Grove Elementary School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000000000001059,Open,Regular School,No,No,N,279,13.75,0.7777777777777778,0.0035842293906810036,0.0035842293906810036,0,0.6810035842293907,0,0.010752688172043012,0.0035842293906810036,0.2974910394265233,0.4910394265232975,NA
410816001123,OR,45.93544,-118.391546,25840,2014-2015,2,41059,Umatilla County,41,OREGON,McLoughlin High School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000000000001064,Open,Regular School,No,No,N,527,24.17,0.6888045540796964,0.007590132827324478,0.0056925996204933585,0.0018975332068311196,0.5332068311195446,0,0.018975332068311195,0.0018975332068311196,0.4307400379506641,0.5104364326375711,NA
410816001123,OR,45.93544,-118.391546,25840,2015-2016,2,41059,Umatilla County,41,OREGON,McLoughlin High School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000002205-00000000000000001064,Open,Regular School,No,No,No,517,24.17,0.7292069632495164,0.009671179883945842,0.0038684719535783366,0.0038684719535783366,0.539651837524178,0,0.02321083172147002,0.0019342359767891683,0.41779497098646035,0.5125725338491296,NA
410816001123,OR,45.93544,-118.391546,25840,2016-2017,2,41059,Umatilla County,41,OREGON,McLoughlin High School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000001064,Open,Regular School,No,No,No,2655,24.70,0.14463276836158193,0.0030131826741996233,0.0015065913370998117,0.0015065913370998117,0.21468926553672316,0.6,0.012806026365348399,7.532956685499058e-4,0.1657250470809793,0.19962335216572505,0.6
410816001123,OR,45.93544,-118.391546,25840,2017-2018,2,41059,Umatilla County,41,OREGON,McLoughlin High School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000001064,Open,Regular School,No,No,No,2595,27.94,0.13410404624277455,0.0023121387283236996,0.0023121387283236996,7.707129094412332e-4,0.22504816955684007,0.6,0.007707129094412331,0,0.16184971098265896,0.20423892100192678,0.6
410816001669,OR,45.961619,-118.445068,25840,2014-2015,NA,NA,NA,41,OREGON,Pleasant View School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000000000004408,Closed,Alternative Education School,No,No,N,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA
410816001836,OR,45.981201,-118.402493,25840,2015-2016,2,41059,Umatilla County,41,OREGON,Ferndale Elementary School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000002205-00000000000000005297,New,Regular School,No,No,No,279,16.46,0.9068100358422939,0.007168458781362007,0.007168458781362007,0,0.5734767025089605,0,0.014336917562724014,0,0.3978494623655914,0.5053763440860215,NA
410816001836,OR,45.981201,-118.402493,25840,2016-2017,2,41059,Umatilla County,41,OREGON,Ferndale Elementary School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000005297,Open,Regular School,No,No,No,1340,18.00,0.1828358208955224,0.011940298507462687,0.0014925373134328358,0,0.23134328358208955,0.6,0.004477611940298508,0,0.15074626865671642,0.19552238805970149,0.6
410816001836,OR,45.981201,-118.402493,25840,2017-2018,2,41059,Umatilla County,41,OREGON,Ferndale Elementary School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000005297,Open,Regular School,No,No,No,1325,17.32,0.16905660377358492,0.010566037735849057,0,0.0015094339622641509,0.2309433962264151,0.6,0.004528301886792453,0,0.15245283018867925,0.17962264150943397,0.6
410816001837,OR,45.921876,-118.377532,25840,2015-2016,2,41059,Umatilla County,41,OREGON,Grove Elementary School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000002205-00000000000000005295,New,Regular School,No,No,No,263,15.5,0.7718631178707225,0.026615969581749048,0,0.0038022813688212928,0.5513307984790875,0,0.0038022813688212928,0,0.4144486692015209,0.44866920152091255,NA
410816001837,OR,45.921876000000005,-118.377532,25840,2016-2017,2,41059,Umatilla County,41,OREGON,Grove Elementary School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000005295,Open,Regular School,No,No,No,1395,16.00,0.16344086021505377,0.008602150537634409,0,0.0014336917562724014,0.23082437275985662,0.6,0.0014336917562724014,0,0.15770609318996415,0.1921146953405018,0.6
410816001837,OR,45.921876000000005,-118.377532,25840,2017-2018,2,41059,Umatilla County,41,OREGON,Grove Elementary School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000005295,Open,Regular School,No,No,No,1270,16.08,0.14566929133858267,0.004724409448818898,0.0015748031496062992,0.0015748031496062992,0.23937007874015748,0.6,0,0,0.15275590551181104,0.17795275590551182,0.6
410816001842,OR,45.9434,-118.398691,25840,2015-2016,2,41059,Umatilla County,41,OREGON,Freewater Elementary School,Milton-Freewater Unified SD 7,00000000002205,4108160,00000000002205-00000000000000005296,New,Regular School,No,No,No,268,15.41,0.8656716417910447,0.018656716417910446,0.0037313432835820895,0,0.6380597014925373,0,0.014925373134328358,0,0.3246268656716418,0.503731343283582,NA
410816001842,OR,45.943617,-118.39873100000001,25840,2016-2017,2,41059,Umatilla County,41,OREGON,Freewater Elementary School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000005296,Open,Regular School,No,No,No,1380,16.50,0.1753623188405797,0.004347826086956522,0.0014492753623188406,0,0.22608695652173913,0.6,0.004347826086956522,0,0.16376811594202897,0.1855072463768116,0.6
410816001842,OR,45.943617,-118.39873100000001,25840,2017-2018,2,41059,Umatilla County,41,OREGON,Freewater Elementary School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000005296,Open,Regular School,No,No,No,1410,17.06,0.16666666666666666,0.0014184397163120568,0.00851063829787234,0,0.2170212765957447,0.6,0.005673758865248227,0,0.1673758865248227,0.2,0.6
410828001259,OR,44.56416,-120.14675000000001,N,2016-2017,0,41069,Wheeler County,41,OREGON,Mitchell School,Mitchell SD 55,OR-00000000002249,4108280,OR-00000000002249-00000000000000003404,Open,Regular School,No,No,No,260,6.50,0.11923076923076924,0.007692307692307693,0.023076923076923078,0.007692307692307693,0.07692307692307693,0.6,0.007692307692307693,0,0.27692307692307694,0.2,0.6
410828001259,OR,44.56416,-120.14675000000001,N,2017-2018,0,41069,Wheeler County,41,OREGON,Mitchell School,Mitchell SD 55,OR-00000000002249,4108280,OR-00000000002249-00000000000000003404,Open,Regular School,No,No,No,230,6.00,0.09565217391304348,0,0.034782608695652174,0.008695652173913044,0.08695652173913043,0.6,0,0,0.26956521739130435,0.19130434782608696,0.6
410828001259,OR,44.56416,-120.14675,N,2014-2015,N,41069,Wheeler County,41,OREGON,Mitchell School,Mitchell SD 55,00000000002249,4108280,00000000000000003404,Open,Regular School,No,No,N,64,6.00,0.453125,0,0.046875,0.015625,0.125,0,0,0,0.8125,0.546875,NA
410828001259,OR,44.56416,-120.14675,N,2015-2016,N,41069,Wheeler County,41,OREGON,Mitchell School,Mitchell SD 55,00000000002249,4108280,00000000002249-00000000000000003404,Open,Regular School,No,No,No,65,6.1,0.6923076923076923,0,0.046153846153846156,0.046153846153846156,0.2153846153846154,0,0.07692307692307693,0,0.6153846153846154,0.5538461538461539,NA
410828001813,OR,44.30323,-120.853255,39260,2016-2017,2,41013,Crook County,41,OREGON,Insight School of Oregon Painted Hills,Mitchell SD 55,OR-00000000002249,4108280,OR-00000000002249-00000000000000005150,Open,Regular School,No,Yes,No,1575,14.24,NA,0.005079365079365079,0.0025396825396825397,0.010158730158730159,0.06476190476190476,0.6,0.02412698412698413,0.0025396825396825397,0.29079365079365077,0.23492063492063492,0.6
410828001813,OR,44.30323,-120.853255,39260,2017-2018,2,41013,Crook County,41,OREGON,Insight School of Oregon Painted Hills,Mitchell SD 55,OR-00000000002249,4108280,OR-00000000002249-00000000000000005150,Open,Regular School,No,Yes,No,1535,11.74,NA,0.010423452768729642,0.0026058631921824105,0.009120521172638436,0.0742671009771987,0.6,0.028664495114006514,0.0026058631921824105,0.27231270358306187,0.23061889250814332,0.6
410828001813,OR,44.56474,-120.147181,N,2015-2016,N,41069,Wheeler County,41,OREGON,Insight School of Oregon Painted Hills,Mitchell SD 55,00000000002249,4108280,00000000002249-00000000000000005150,Changed Agency,Regular School,No,Yes,No,195,9.88,-0.005128205128205128,0.020512820512820513,0.010256410256410256,0.03076923076923077,0.11794871794871795,0,0.046153846153846156,0,0.7743589743589744,0.517948717948718,NA
410831000101,OR,45.214974,-122.473762,38900,2014-2015,1,41005,Clackamas County,41,OREGON,Clarkes Elementary School,Molalla River SD 35,00000000001925,4108310,00000000000000000093,Open,Regular School,No,No,N,163,7.99,0.3803680981595092,0,0.012269938650306749,0,0.04294478527607362,0,0.0736196319018405,0,0.8711656441717791,0.49693251533742333,NA
410831000101,OR,45.214974,-122.473762,38900,2015-2016,1,41005,Clackamas County,41,OREGON,Clarkes Elementary School,Molalla River SD 35,00000000001925,4108310,00000000001925-00000000000000000093,Open,Regular School,No,No,No,162,10.5,0.35802469135802467,0,0,0,0.043209876543209874,0,0.05555555555555555,0,0.9012345679012346,0.46296296296296297,NA
410831000101,OR,45.214974000000005,-122.47376200000001,38900,2016-2017,1,41005,Clackamas County,41,OREGON,Clarkes Elementary School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000093,Open,Regular School,No,No,No,805,8.55,0.07701863354037267,0.002484472049689441,0,0,0.014906832298136646,0.6,0.01987577639751553,0,0.3627329192546584,0.16645962732919253,0.6
410831000101,OR,45.214974000000005,-122.47376200000001,38900,2017-2018,1,41005,Clackamas County,41,OREGON,Clarkes Elementary School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000093,Open,Regular School,No,No,No,830,7.05,0.06144578313253012,0.0024096385542168677,0,0,0.01927710843373494,0.6,0.014457831325301205,0,0.363855421686747,0.1783132530120482,0.6
410831000102,OR,45.151137,-122.58958200000001,38900,2016-2017,1,41005,Clackamas County,41,OREGON,Molalla River Middle School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000095,Open,Regular School,No,No,No,2560,22.50,0.101953125,0.003125,0.00234375,7.8125e-4,0.07734375,0.6,0.015625,7.8125e-4,0.3,0.20625,0.6
410831000102,OR,45.151137,-122.58958200000001,38900,2017-2018,1,41005,Clackamas County,41,OREGON,Molalla River Middle School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000095,Open,Regular School,No,No,No,2670,25.50,0.09550561797752809,7.49063670411985e-4,0.003745318352059925,7.49063670411985e-4,0.0853932584269663,0.6,0.023220973782771534,0,0.2861423220973783,0.19700374531835205,0.6
410831000102,OR,45.151137,-122.589582,38900,2014-2015,1,41005,Clackamas County,41,OREGON,Molalla River Middle School,Molalla River SD 35,00000000001925,4108310,00000000000000000095,Open,Regular School,No,No,N,504,24.09,0.6388888888888888,0.00992063492063492,0.001984126984126984,0,0.20238095238095238,0,0.051587301587301584,0.001984126984126984,0.7321428571428571,0.5119047619047619,NA
410831000102,OR,45.151137,-122.589582,38900,2015-2016,1,41005,Clackamas County,41,OREGON,Molalla River Middle School,Molalla River SD 35,00000000001925,4108310,00000000001925-00000000000000000095,Open,Regular School,No,No,No,524,24.47,0.5,0.011450381679389313,0.003816793893129771,0,0.19274809160305342,0,0.04389312977099236,0.0019083969465648854,0.7461832061068703,0.5152671755725191,NA
410831000129,OR,45.22048,-122.58114200000001,38900,2016-2017,1,41005,Clackamas County,41,OREGON,Mulino Elementary School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000121,Open,Regular School,No,No,No,1505,16.50,0.07109634551495017,0.003986710963455149,0.00132890365448505,0,0.04119601328903655,0.6,0.019933554817275746,0.0026578073089701,0.3308970099667774,0.19800664451827243,0.6
410831000129,OR,45.22048,-122.58114200000001,38900,2017-2018,1,41005,Clackamas County,41,OREGON,Mulino Elementary School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000121,Open,Regular School,No,No,No,1460,15.50,0.06986301369863014,0.00684931506849315,0.0013698630136986301,0,0.0410958904109589,0.6,0.01643835616438356,0.0027397260273972603,0.3315068493150685,0.20410958904109588,0.6
410831000129,OR,45.22048,-122.581142,38900,2014-2015,1,41005,Clackamas County,41,OREGON,Mulino Elementary School,Molalla River SD 35,00000000001925,4108310,00000000000000000121,Open,Regular School,No,No,N,300,13.55,0.47333333333333333,0.016666666666666666,0.006666666666666667,0,0.11666666666666667,0,0.04666666666666667,0.0033333333333333335,0.81,0.49,NA
410831000129,OR,45.22048,-122.581142,38900,2015-2016,1,41005,Clackamas County,41,OREGON,Mulino Elementary School,Molalla River SD 35,00000000001925,4108310,00000000001925-00000000000000000121,Open,Regular School,No,No,No,297,15.5,0.3872053872053872,0.013468013468013467,0.003367003367003367,0,0.08080808080808081,0,0.050505050505050504,0.003367003367003367,0.8484848484848485,0.48148148148148145,NA
410831000136,OR,45.148695,-122.651089,38900,2014-2015,1,41005,Clackamas County,41,OREGON,Rural Dell Elementary School,Molalla River SD 35,00000000001925,4108310,00000000000000000128,Open,Regular School,No,No,N,238,9.95,0.47478991596638653,0.008403361344537815,0,0,0.17647058823529413,0,0.0546218487394958,0.012605042016806723,0.7478991596638656,0.4369747899159664,NA
410831000136,OR,45.148695,-122.651089,38900,2015-2016,1,41005,Clackamas County,41,OREGON,Rural Dell Elementary School,Molalla River SD 35,00000000001925,4108310,00000000001925-00000000000000000128,Open,Regular School,No,No,No,247,11.25,0.46153846153846156,0,0,0,0.1214574898785425,0,0.044534412955465584,0.020242914979757085,0.8137651821862348,0.4251012145748988,NA
410831000136,OR,45.148695000000004,-122.65108900000001,38900,2016-2017,1,41005,Clackamas County,41,OREGON,Rural Dell Elementary School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000128,Open,Regular School,No,No,No,1115,12.50,0.09058295964125561,0.0017937219730941704,0.0017937219730941704,0,0.06278026905829596,0.6,0.014349775784753363,0.003587443946188341,0.31569506726457397,0.17040358744394618,0.6
410831000136,OR,45.148695000000004,-122.65108900000001,38900,2017-2018,1,41005,Clackamas County,41,OREGON,Rural Dell Elementary School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000128,Open,Regular School,No,No,No,1230,12.32,0.08048780487804878,0.0016260162601626016,0,0,0.05853658536585366,0.6,0.014634146341463415,0.0065040650406504065,0.31869918699186994,0.17886178861788618,0.6
410831000151,OR,45.153844,-122.56841200000001,38900,2016-2017,1,41005,Clackamas County,41,OREGON,Molalla High School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000142,Open,Regular School,No,No,No,3670,32.62,0.07547683923705722,0.004359673024523161,0.0038147138964577656,5.449591280653951e-4,0.060490463215258854,0.6,0.017438692098092644,5.449591280653951e-4,0.3128065395095368,0.20326975476839237,0.6
410831000151,OR,45.153844,-122.56841200000001,38900,2017-2018,1,41005,Clackamas County,41,OREGON,Molalla High School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000142,Open,Regular School,No,No,No,3650,33.65,0.07260273972602739,0.0027397260273972603,0.004383561643835616,5.47945205479452e-4,0.06904109589041096,0.6,0.01808219178082192,5.47945205479452e-4,0.3046575342465753,0.20164383561643837,0.6
410831000151,OR,45.153844,-122.568412,38900,2014-2015,1,41005,Clackamas County,41,OREGON,Molalla High School,Molalla River SD 35,00000000001925,4108310,00000000000000000142,Open,Regular School,No,No,N,741,32.87,0.43049932523616735,0.010796221322537112,0.017543859649122806,0.002699055330634278,0.13765182186234817,0,0.048582995951417005,0.002699055330634278,0.7800269905533064,0.5020242914979757,NA
