county,business_name,type_of_care,licensure,quality_rating,area_code,phone,city,lattitude,longitude
jackson,Smilin' Island Daycare,Family Child Care,Licensed - Registered Family,NA,541,778-4735,Medford,42.311674999999994,-122.891957
jackson,(ECC),(CCC) Emergency Care,Licensed - Registered Family,NA,541,621-6269,White City,NA,NA
jackson,Discovery Preschool - Santo Community Center,(CCC) Other - Unlicensed,Unlicensed - School Partners,NA,541,774-2400,Medford,42.331705,-122.89109300000001
jackson,Pomegranate Preschool for the Arts,Preschool Program,Unlicensed - Recorded,NA,541,488-2909,Ashland,42.194289,-122.68353499999999
jackson,(ECC) Rogue Valley YMCA - Child Care & Preschool,(CCC) Emergency Care,Licensed - Certified Center,NA,541,772-6295,Medford,42.324539,-122.87967499999999
jackson,(ECC),(CCC) Emergency Care,Licensed - Registered Family,NA,541,770-7034,Medford,NA,NA
jackson,Deb's Daycare,Family Child Care,Licensed - Registered Family,NA,541,601-8316,Medford,42.30342699999999,-122.876267
jackson,America's Best Kids  - After School Adventure Program,Child Care Center,Licensed - Certified Center,NA,541,245-0432,Medford,42.35758599999999,-122.85942999999999
jackson,(ECC) Loving Help Child Care,(CCC) Emergency Care,Licensed - Registered Family,NA,541,879-0242,White City,42.426845,-122.81106300000002
jackson,Woodland Learning Center and Childcare,Family Child Care,Licensed - Registered Family,NA,458,225-9882,Medford,42.310948999999994,-122.90440400000001
jackson,Kids Unlimited Roosevelt,School Age Program,Unlicensed - Exempt,NA,541,774-3900,Medford,42.329892,-122.85734
jackson,Kids Unlimited - Jackson,School Age Program,Unlicensed - Recorded,NA,541,774-3900,Medford,42.331681999999994,-122.887368
jackson,(ECC) Wee Watch 'Em,(CCC) Emergency Care,Licensed - Certified Center,NA,541,734-2092,Medford,42.34420699999999,-122.877634
jackson,(ECC) Rogue Valley Montessori Preschool,(CCC) Emergency Care,Licensed - Certified Center,NA,541,531-1993,Medford,42.34188299999999,-122.86462200000001
jackson,(ECC) Living Stones Preschool/Childcare Annex,(CCC) Emergency Care,Licensed - Certified Center,NA,541,531-8444,Medford,42.31187699999999,-122.89442100000001
jackson,Kelly's Daycare,Family Child Care,Unlicensed - Exempt,NA,541,951-5310,Medford,42.28444399999999,-122.90675300000001
jackson,(ECC) Little Darlings Daycare,Family Child Care,Licensed - Registered Family,NA,541,324-8799,Central Point,42.365739000000005,-122.926418
jackson,(ECC) Little Monkeys ABC LLC,Family Child Care,Licensed - Certified Family,NA,541,973-4548,Trail,42.677563,-122.82774699999999
jackson,(ECC) God's Littlest Angel Daycare,(CCC) Emergency Care,Licensed - Certified Family,NA,541,301-8913,White City,42.434178,-122.84036300000001
jackson,(ECC),(CCC) Emergency Care,Licensed - Registered Family,NA,714,860-4028,Medford,NA,NA
jefferson,OCDC - Madras Early Childhood Care & Education Center,Child Care Center,Licensed - Certified Center,5 Star Program,541,475-6232,Madras,44.637055000000004,-121.116561
jefferson,OCDC - Culver Early Childhood Care and Education Center,Child Care Center,Licensed - Certified Center,5 Star Program,541,475-6232,Culver,44.520239000000004,-121.21454700000001
jefferson,Mid-Columbia Children's Council Head Start - Madras,Preschool Program,Licensed - Certified Center,5 Star Program,541,900-2928,Madras,44.638097,-121.116674
jefferson,Mountain Star Family Relief Nursery - Madras,Child Care Center,Licensed - Certified Center,3 Star Program,541,475-2537,Madras,44.638090000000005,-121.124522
jefferson,Rocking Horse Day Care,Family Child Care,Licensed - Certified Family,C2Q,541,475-2988,Madras,44.635544,-121.13444
jefferson,(ECC) The Children's Learning Center,(CCC) Emergency Care,Licensed - Certified Center,C2Q,541,475-3628,Madras,44.638097,-121.116674
jefferson,Confederated Tribes of Warm Springs Head Start/Early HS,Child Care Center,Licensed - Certified Center,C2Q,541,553-3241,Warm Springs,44.753386,-121.27192500000001
jefferson,(ECC) Miss Shawna's Daycare,(CCC) Emergency Care,Licensed - Registered Family,C2Q,541,306-0637,Terrebonne,44.450193999999996,-121.271495
jefferson,Kids Club of Jefferson County,School Age Program,Unlicensed - Exempt,NA,541,475-7028,Madras,44.629947,-121.131917
jefferson,Early Childhood Education Center,(CCC) Emergency Care,Licensed - Certified Center,NA,541,553-3241,Warm Springs,44.753386,-121.27192500000001
jefferson,(ECC) Susan Rufener,Family Child Care,Licensed - Registered Family,NA,541,325-6108,Madras,44.644116000000004,-121.12229099999999
jefferson,Culver Christian Preschool,Preschool Program,Unlicensed - Recorded,NA,541,280-9631,Culver,44.523943,-121.21355100000001
jefferson,Rubio's Rascals,(CCC) Emergency Care,Licensed - Certified Family,NA,541,777-0162,Madras,44.626261,-121.11871599999999
jefferson,The Children's Learning Center - OCDC Site,Child Care Center,Licensed - Certified Center,NA,541,475-3628,Madras,44.637055000000004,-121.116561
jefferson,Warm Springs Boys & Girls Club,School Age Program,Unlicensed - Exempt,NA,541,553-2323,Warm Springs,44.757999,-121.25660900000001
jefferson,Jefferson County Middle School,(CCC) Emergency Care,Unlicensed - School Partners,NA,541,475-7253,Madras,44.634225,-121.10547699999998
jefferson,Family Child Care,Family Child Care,Unlicensed - Exempt,NA,541,475-6286,Madras,44.62011200000001,-121.13288499999999
josephine,Caring For Kids Early Learning Center,Child Care Center,Licensed - Certified Center,5 Star Program,541,476-4996,Grants Pass,42.432842,-123.32820099999999
josephine,Southern Oregon Head Start - Rogue River Center,Preschool Program,Licensed - Certified Center,5 Star Program,541,734-5150,Grants Pass,42.427065,-123.184674
josephine,(ECC) Little Friends Christian Preschool,(CCC) Emergency Care,Licensed - Registered Family,4 Star Program,541,862-7143,Grants Pass,42.34425999999999,-123.32869999999998
josephine,(ECC) Busy Bees Child Care,(CCC) Emergency Care,Licensed - Certified Family,3 Star Program,541,474-6906,Grants Pass,42.430859,-123.34650400000001
josephine,Kids Kastle Day Care & Preschool - Greenwood,Child Care Center,Licensed - Certified Center,3 Star Program,541,649-0454,Grants Pass,42.432641,-123.34165000000002
josephine,(ECC) Seeds of Greatness,(CCC) Emergency Care,Licensed - Certified Family,3 Star Program,541,441-1586,Grants Pass,42.406379,-123.383692
josephine,(ECC) Tina's Preschool and Daycare,(CCC) Emergency Care,Licensed - Registered Family,3 Star Program,541,226-5007,Grants Pass,42.445478,-123.312885
josephine,Cherished Footsteps Preschool & Daycare,Child Care Center,Licensed - Certified Center,C2Q,541,479-0468,Grants Pass,42.417238999999995,-123.368535
josephine,(ECC) River Valley Child Care Center,(CCC) Emergency Care,Licensed - Certified Center,C2Q,541,476-1758,Grants Pass,42.441528999999996,-123.325124
josephine,(ECC) Jenn's Childcare,(CCC) Emergency Care,Licensed - Registered Family,C2Q,541,291-3888,Grants Pass,42.421326,-123.308633
josephine,(ECC) Shelly's Daycare,(CCC) Emergency Care,Licensed - Registered Family,C2Q,541,761-9584,Grants Pass,42.382754,-123.359764
josephine,(ECC) Critter Campus Preschool & Child Care - 5th Street,(CCC) Emergency Care,Licensed - Certified Center,C2Q,541,955-3391,Grants Pass,42.435280999999996,-123.33012500000001
josephine,St Anne Catholic School,Child Care Center,Licensed - Certified Center,C2Q,541,479-1582,Grants Pass,42.449475,-123.312412
josephine,(ECC )Kiddie Cove Early Learning Center,(CCC) Emergency Care,Licensed - Certified Center,NA,541,295-8104,Grants Pass,42.437516,-123.32272199999998
josephine,Kangaroo Court,Family Child Care,Licensed - Registered Family,NA,541,218-1221,Grants Pass,42.431098,-123.38410300000001
josephine,(ECC) Grants Pass Family Before and After school program,School Age Program,Unlicensed - Recorded,NA,541,474-0001,Grants Pass,42.427616,-123.299474
josephine,The Playground Early Learning Center and Childcare,Child Care Center,Licensed - Certified Center,NA,541,479-0019,Grants Pass,42.430304,-123.306998
josephine,(ECC) Matthew's Munchkins,(CCC) Emergency Care,Licensed - Registered Family,NA,541,479-8789,Grants Pass,42.462943,-123.29401800000001
josephine,(ECC) Gardner's Little Blessings,(CCC) Emergency Care,Licensed - Registered Family,NA,541,474-6349,Grants Pass,42.426813,-123.27546699999999
josephine,(ECC) Little Dragons Daycare,(CCC) Emergency Care,Licensed - Registered Family,NA,541,295-1386,Grants Pass,42.499917,-123.388029
josephine,Bohemian Schoolhouse,Family Child Care,Licensed - Certified Family,NA,541,951-5760,Grants Pass,42.421741,-123.34592400000001
josephine,Kids Connection of Merlin,School Age Program,Licensed - Certified Center,NA,541,218-4400,Grants Pass,42.506609,-123.37149099999999
josephine,(ECC) Tiny Footsteps Care & Learning Center,(CCC) Emergency Care,Licensed - Certified Family,NA,541,441-2735,Grants Pass,42.415073,-123.314182
josephine,(ECC) Lydorian Learning Academy LLC,(CCC) Emergency Care,Licensed - Registered Family,NA,541,621-8842,Grants Pass,42.42499,-123.338284
josephine,(ECC) Mini miracles Childcare LLC,(CCC) Emergency Care,Licensed - Registered Family,NA,541,787-0273,Grants Pass,42.449208,-123.341373
josephine,Little Bird Playgarden,Preschool Program,Unlicensed - Recorded,NA,541,291-1205,Grants Pass,42.408672,-123.413307
josephine,(ECC),(CCC) Emergency Care,Licensed - Registered Family,NA,541,292-0559,Grants Pass,NA,NA
josephine,(ECC) Red Hen,(CCC) Emergency Care,Licensed - Registered Family,NA,541,479-3822,Grants Pass,42.42532500000001,-123.33585599999999
josephine,(ECC) Home Away from Home Family Preschool & Child Care,(CCC) Emergency Care,Licensed - Registered Family,NA,541,226-9824,Grants Pass,42.442029,-123.30576599999999
josephine,(ECC),(CCC) Emergency Care,Licensed - Registered Family,NA,541,218-4683,Grants Pass,NA,NA
josephine,(ECC) Miss Cassidey's Daycare,(CCC) Emergency Care,Licensed - Certified Family,NA,541,659-5052,Grants Pass,42.432632000000005,-123.33956900000001
josephine,(ECC) Critter Campus Preschool & Child Care - A Street,(CCC) Emergency Care,Licensed - Certified Family,NA,541,955-3391,Grants Pass,42.442992000000004,-123.313675
josephine,(ECC) A Place For Children,(CCC) Emergency Care,Licensed - Certified Center,NA,541,476-2224,Grants Pass,42.420823,-123.34602400000001
josephine,TinkerBell Preschool,Preschool Program,Unlicensed - Recorded,NA,541,471-8991,Grants Pass,42.439488,-123.318053
josephine,(ECC) Tammy Canas,(CCC) Emergency Care,Licensed - Certified Family,NA,541,761-4793,Grants Pass,42.41458399999999,-123.30406900000001
josephine,"Miss Heather's Preschool, Daycare & After School Care",Child Care Center,Licensed - Certified Center,NA,541,479-0240,Grants Pass,NA,NA
josephine,Boys & Girls Club of the Rogue Valley - Grants Pass Branch,School Age Program,Unlicensed - Recorded,NA,541,479-1923,Grants Pass,42.437412,-123.32315799999999
josephine,(ECC) Wee Care Family Day Care,(CCC) Emergency Care,Licensed - Certified Family,NA,541,474-3565,Grants Pass,42.418200999999996,-123.307908
josephine,Grants Pass Family YMCA Y-Hall and Day Camp,School Age Program,Unlicensed - Recorded,NA,541,474-0001,Grants Pass,42.422904,-123.347172
josephine,(ECC) Ms. Shelley's Preschool and Early Learning Center,(CCC) Emergency Care,Licensed - Certified Center,NA,541,474-9652,Grants Pass,42.464327,-123.332928
josephine,(ECC) Little People's Preschool & Daycare,(CCC) Emergency Care,Licensed - Certified Center,NA,541,479-7222,Grants Pass,42.427563,-123.32557799999998
klamath,(ECC) Klamath Falls YMCA - Fairview Site,(CCC) Emergency Care,Licensed - Certified Center,5 Star Program,541,887-2512,Klamath Falls,42.23333200000001,-121.78584
klamath,(ECC) Lil Hands Daycare,Family Child Care,Licensed - Certified Family,5 Star Program,541,891-2427,Klamath Falls,42.188408,-121.74824500000001
klamath,(ECC) Gosia's Daycare,(CCC) Emergency Care,Licensed - Certified Family,3 Star Program,541,810-3671,Klamath Falls,42.19881600000001,-121.71650700000001
klamath,(ECC)  Nic Nacs Quality Childcare,(CCC) Emergency Care,Licensed - Certified Family,3 Star Program,458,232-2168,Klamath Falls,42.18589,-121.730171
klamath,(ECC) Little Swans Child Care,(CCC) Emergency Care,Licensed - Certified Family,C2Q,541,892-3335,Klamath Falls,42.18571800000001,-121.732232
klamath,(ECC) Dana Dickenson,(CCC) Emergency Care,Licensed - Registered Family,NA,541,591-1639,Malin,42.012373000000004,-121.406531
klamath,Marilyn's Daycare,Family Child Care,Unlicensed - Exempt,NA,541,892-7877,Klamath Falls,42.216496,-121.76601000000001
klamath,(ECC) Tiny Hopefuls Daycare,(CCC) Emergency Care,Licensed - Certified Center,NA,541,884-0398,Klamath Falls,42.206184,-121.723495
klamath,(ECC) Doodah Daycare,(CCC) Emergency Care,Licensed - Registered Family,NA,541,591-6171,Klamath Falls,42.17531000000001,-121.72142600000001
klamath,(ECC) Mr. Ken's Place 4 Little People,(CCC) Emergency Care,Licensed - Registered Family,NA,541,274-9319,Klamath Falls,42.133479,-121.92334699999999
klamath,(ECC),(CCC) Emergency Care,Licensed - Registered Family,NA,541,591-4822,Klamath Falls,NA,NA
klamath,New Horizon Christian Preschool,Preschool Program,Unlicensed - Recorded,NA,541,884-6467,Klamath Falls,42.211103,-121.721901
klamath,(ECC) Happy Hearts Daycare,(CCC) Emergency Care,Licensed - Registered Family,NA,530,640-6696,Klamath Falls,42.191888,-121.724802
klamath,(ECC) Kathleen Mitchell,Family Child Care,Licensed - Registered Family,NA,541,273-5764,Klamath Falls,42.23576200000001,-121.78329300000001
klamath,(ECC) Jenny Macdonald,Family Child Care,Licensed - Registered Family,NA,541,238-3309,Klamath Falls,42.211146,-121.71163700000001
klamath,(ECC) Jennifer's Daycare,(CCC) Emergency Care,Licensed - Registered Family,NA,541,331-3919,Klamath Falls,42.209693,-121.725197
klamath,(ECC) Kristy Morris,(CCC) Emergency Care,Licensed - Registered Family,NA,541,850-0038,Klamath Falls,42.209497,-121.713317
klamath,(ECC) Deborah Lousignont,(CCC) Emergency Care,Licensed - Registered Family,NA,541,884-7129,Klamath Falls,42.22960200000001,-121.79223900000001
klamath,Juncos and Junipers Preschool,Preschool Program,Unlicensed - Recorded,NA,503,956-9924,Klamath Falls,42.210043999999996,-121.70914400000001
klamath,(ECC ) Carrera Child Care,(CCC) Emergency Care,Licensed - Registered Family,NA,541,539-9555,Klamath Falls,42.204916000000004,-121.73440300000001
klamath,(ECC) Shasta Way Christian Preschool & Kindergarten,(CCC) Emergency Care,Licensed - Certified Center,NA,541,883-4085,Klamath Falls,42.214287999999996,-121.716892
klamath,(ECC) Melinda Austin,(CCC) Emergency Care,Licensed - Registered Family,NA,541,331-0129,Klamath Falls,42.193081,-121.71221200000001
klamath,(ECC) Dianes Day Care,(CCC) Emergency Care,Licensed - Registered Family,NA,541,205-4933,Klamath Falls,42.182434,-121.704348
lane,(ECC) The Toy Box Preschool,(CCC) Emergency Care,Licensed - Certified Family,5 Star Program,541,344-6833,Eugene,44.072103000000006,-123.09857699999999
lane,(ECC) Ellie's Preschool & Daycare,(CCC) Emergency Care,Licensed - Certified Family,5 Star Program,541,895-5753,Creswell,43.915951,-123.02295199999999
lane,Head Start of Lane County - Fairfield,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Eugene,44.07047,-123.151489
lane,Head Start of Lane County - U of O,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Eugene,44.040511,-123.079235
lane,First Congregational Preschool,Child Care Center,Licensed - Certified Center,5 Star Program,541,343-5730,Eugene,44.034167,-123.076895
lane,Head Start of Lane County - Howard,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Eugene,44.087113,-123.14095400000001
lane,Head Start of Lane County - Village,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Springfield,44.061101,-123.030175
lane,Picket Fence Preschool,Family Child Care,Licensed - Certified Family,5 Star Program,541,998-3888,Junction City,44.227637,-123.21126700000002
lane,(ECC) Unity School,(CCC) Emergency Care,Licensed - Certified Center,5 Star Program,541,484-0107,Eugene,44.068847,-123.05239199999998
lane,Head Start of Lane County - Clear Lake,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Eugene,44.083197,-123.176261
lane,(ECC) Little Lamb Daycare,Family Child Care,Licensed - Certified Family,5 Star Program,541,554-8631,Eugene,44.080339,-123.187916
lane,Head Start of Lane County - Junction City,Preschool Program,Licensed - Certified Center,5 Star Program,541,998-5352,Junction City,44.218451,-123.20815300000001
lane,Head Start of Lane County - Danebo,Child Care Center,Licensed - Certified Center,5 Star Program,541,747-2425,Eugene,44.076936,-123.17899699999998
lane,Head Start of Lane County - Lowell,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Lowell,43.91758599999999,-122.784531
lane,Early Education Program - Madison Preschool Promise,Preschool Program,Licensed - Certified Center,5 Star Program,541,741-6000,Eugene,44.116958000000004,-123.120297
lane,Head Start of Lane County - Whiteaker,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Eugene,44.060295000000004,-123.10965900000001
lane,Head Start of Lane County - Park,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Springfield,44.064235000000004,-123.02347999999999
lane,(ECC) Little Wonders Childcare and Preschool,(CCC) Emergency Care,Licensed - Certified Family,5 Star Program,541,744-7914,Springfield,44.058334,-123.03487799999999
lane,Head Start of Lane County - Oakridge,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Oakridge,43.74859300000001,-122.48977199999999
lane,Danebo Preschool Promise,Preschool Program,Licensed - Certified Center,5 Star Program,541,741-6000,Eugene,44.076936,-123.17899699999998
lane,Bohemia Preschool Promise,(CCC) Other - Unlicensed,Unlicensed - School Partners,5 Star Program,541,741-6000,Cottage Grove,43.793020000000006,-123.07680699999999
lane,Temple Beth Israel Preschool,Preschool Program,Licensed - Certified Center,5 Star Program,541,345-7314,Eugene,44.026042000000004,-123.07541099999999
lane,Head Start of Lane County - LCC,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Eugene,44.011897999999995,-123.03456300000002
lane,(ECC) Children's Choice Montessori - W 10th Street,(CCC) Emergency Care,Licensed - Certified Center,5 Star Program,541,726-2654,Eugene,44.048659,-123.103696
lane,Happy Hearts Christian Preschool,Family Child Care,Licensed - Registered Family,5 Star Program,541,726-7754,Springfield,44.055732000000006,-122.907768
lane,Newberry Child Care,Preschool Program,Licensed - Certified Center,5 Star Program,541,484-4011,Eugene,44.049195000000005,-123.093176
lane,(ECC) Lane Community College Child and Family Center,(CCC) Emergency Care,Licensed - Certified Center,5 Star Program,541,463-5517,Eugene,44.010379,-123.033208
lane,Head Start of Lane County - Ross Lane,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Eugene,44.101911,-123.11978099999999
lane,Head Start of Lane County - Central,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Springfield,44.047705,-123.02287799999998
lane,Head Start of Lane County - Charlemagne,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Eugene,44.01366599999999,-123.075003
lane,Head Start of Lane County - Main Street,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Springfield,44.046192000000005,-123.008333
lane,Early Education Program -Creswell/Creslane Preschool Promise,Preschool Program,Licensed - Certified Center,5 Star Program,541,741-6000,Creswell,43.920592000000006,-123.02879199999998
lane,Head Start of Lane County - Florence,Preschool Program,Licensed - Certified Center,5 Star Program,541,747-2425,Florence,43.986938,-124.10502199999999
lane,(ECC) Sunshine Preschool & All Day Camp,Family Child Care,Licensed - Certified Family,5 Star Program,541,688-4428,Eugene,44.070305000000005,-123.176621
lane,Head Start of Lane County - El Camino del Rio,Child Care Center,Licensed - Certified Center,5 Star Program,541,747-2425,Eugene,44.078678000000004,-123.124304
lane,(ECC) Kindercare #1036 - Coburg Road,Child Care Center,Licensed - Certified Center,4 Star Program,541,687-2484,Eugene,44.063159000000006,-123.073555
lane,(ECC) Willamette Infant Toddler Center&Little Wolverine PS,Child Care Center,Unlicensed - School Partners,4 Star Program,541,461-6401,Eugene,44.08241,-123.167507
lane,(ECC) Farr Out Childcare,(CCC) Emergency Care,Licensed - Certified Family,4 Star Program,541,726-8483,Springfield,44.038668,-122.929417
lane,(ECC) Little Stars Family Childcare,(CCC) Emergency Care,Licensed - Certified Family,4 Star Program,541,525-6808,Eugene,44.025963000000004,-123.08844699999999
lane,(ECC) Baxter Street Infant/Toddler House,(CCC) Emergency Care,Licensed - Certified Family,4 Star Program,541,246-4469,Eugene,44.071256,-123.152689
lane,(ECC) Joyful Junction Family Child Care,(CCC) Emergency Care,Licensed - Certified Family,4 Star Program,541,998-2390,Junction City,44.22312600000001,-123.212783
lane,(ECC) Grandma's House,(CCC) Emergency Care,Licensed - Certified Family,4 Star Program,541,687-1944,Eugene,44.017891999999996,-123.08258
lane,Co-op Family Center,Child Care Center,Licensed - Certified Center,3 Star Program,541,346-7400,Eugene,44.034197,-123.084988
lane,Bright Beginnings Christian Preschool,Child Care Center,Licensed - Certified Center,3 Star Program,541,997-9076,Florence,43.985034,-124.098068
lane,(ECC) Olivia's Day Care,(CCC) Emergency Care,Licensed - Registered Family,3 Star Program,541,600-5143,Eugene,44.075557,-123.195118
lane,(ECC),(CCC) Emergency Care,Licensed - Certified Family,3 Star Program,541,228-0209,Eugene,NA,NA
lane,(ECC) Applegate Community Preschool and Childcare,(CCC) Emergency Care,Licensed - Certified Family,3 Star Program,541,968-8430,Veneta,44.009797,-123.34952500000001
lane,(ECC) Hanna's Helping Hands Daycare,(CCC) Emergency Care,Licensed - Registered Family,3 Star Program,541,607-9188,Eugene,44.077633,-123.19133099999999
lane,(ECC) Eugene Creative Care Twin Oaks,(CCC) Emergency Care,Licensed - Certified Center,3 Star Program,541,683-7291,Eugene,43.993663999999995,-123.17507799999997
lane,(ECC) Eugene Creative Care Malabon,(CCC) Emergency Care,Licensed - Certified Center,3 Star Program,541,683-7291,Eugene,44.076585,-123.16101300000001
lane,(ECC) Mis Huellitas Childcare,(CCC) Emergency Care,Licensed - Certified Family,3 Star Program,541,515-5549,Eugene,44.041458999999996,-123.14754300000001
lane,Eugene Creative Care Fairfield,School Age Program,Licensed - Certified Center,3 Star Program,541,683-7291,Eugene,44.07087,-123.15055
lane,New Dream Annex,Family Child Care,Licensed - Certified Family,3 Star Program,541,344-1905,Eugene,44.04097,-123.111751
lane,(ECC) Mariela's Daycare,(CCC) Emergency Care,Licensed - Certified Family,3 Star Program,541,654-2942,Springfield,44.057973999999994,-123.046411
lane,(ECC) Stacey's Family Preschool and Childcare,(CCC) Emergency Care,Licensed - Registered Family,3 Star Program,541,913-6101,Creswell,43.91806699999999,-123.02626500000001
lane,(ECC) Shokoofi Daycare,(CCC) Emergency Care,Licensed - Certified Family,3 Star Program,541,515-2173,Springfield,44.039077,-122.968373
lane,(ECC) Friends Forever/Amigos para Siempre,(CCC) Emergency Care,Licensed - Certified Family,3 Star Program,541,870-8688,Springfield,44.055774,-122.989365
lane,(ECC) Springfield Learning Tree,(CCC) Emergency Care,Licensed - Certified Center,3 Star Program,541,747-5683,Springfield,44.087233,-123.026501
lane,(ECC) Fairfield Baptist Childcare Center,(CCC) Emergency Care,Licensed - Certified Center,3 Star Program,541,689-3668,Eugene,44.066544,-123.16253699999999
lane,(ECC) Brighter Beginnings Childcare & Preschool,(CCC) Emergency Care,Licensed - Registered Family,3 Star Program,541,343-1843,Eugene,44.028124000000005,-123.112518
lane,First Steps Infant Care Center,Child Care Center,Unlicensed - School Partners,C2Q,541,942-3391,Cottage Grove,43.786054,-123.06922600000001
lane,Fern Ridge Kids Club,Child Care Center,Licensed - Certified Center,C2Q,541,935-9756,Elmira,44.072242,-123.354843
lane,(ECC) Tiny Peeps Child Care,(CCC) Emergency Care,Licensed - Certified Family,C2Q,541,514-9392,Eugene,44.07084,-123.16777499999999
lane,(ECC) Vivian Olum Child Development Center,(CCC) Emergency Care,Licensed - Certified Center,C2Q,541,346-6586,Eugene,44.041708,-123.06838499999999
lane,(ECC) P.L.A.Y. Daycare - Precious Little Angels Yard LLC,(CCC) Emergency Care,Licensed - Certified Family,C2Q,541,653-9422,Eugene,44.064648999999996,-123.19038799999998
lane,"(ECC) Ascensions Child Development Program, LLC",Family Child Care,Licensed - Certified Family,C2Q,541,688-3112,Eugene,NA,NA
lane,(ECC) Sandcastle Daycare,(CCC) Emergency Care,Licensed - Certified Family,C2Q,541,870-3823,Eugene,44.068204,-123.17608199999998
lane,Children's Choice Montessori - 5th Street,Family Child Care,Licensed - Certified Family,C2Q,541,726-2654,Springfield,44.064147,-123.01968400000001
lane,(ECC) Zora Montessori,(CCC) Emergency Care,Licensed - Certified Center,C2Q,541,214-3575,Eugene,44.073122000000005,-123.169099
lane,(ECC) Kathy's Open Arms Home Daycare,(CCC) Emergency Care,Licensed - Registered Family,C2Q,541,726-8898,Springfield,44.05828399999999,-123.029021
lane,Family Relief Nursery - South Lane Family Nursery,Child Care Center,Licensed - Certified Center,C2Q,541,942-4835,Cottage Grove,43.802474,-123.052063
lane,(ECC) Corazón de Jesus,(CCC) Emergency Care,Licensed - Certified Family,C2Q,458,205-4788,Springfield,44.072465,-123.02684799999999
lane,"(ECC) Little VIP Daycare & Private School, LLC",(CCC) Emergency Care,Licensed - Certified Family,C2Q,541,688-3816,Eugene,NA,NA
lane,(ECC) McKenzie Montessori Institute Inc,(CCC) Emergency Care,Licensed - Certified Center,C2Q,541,228-5352,Springfield,44.04364699999999,-122.962567
lane,Auntie Nica's House,Family Child Care,Licensed - Certified Family,C2Q,541,345-8989,Eugene,44.027872,-123.109499
lane,Eugene Child Development Center,Child Care Center,Licensed - Certified Center,C2Q,541,345-8887,Eugene,44.086174,-123.104807
lane,Silly Billies Child Care,Family Child Care,Licensed - Certified Family,C2Q,541,606-2919,Pleasant Hill,43.958157,-122.91146700000002
lane,(ECC) Building Blocks Developmental Daycare,(CCC) Emergency Care,Licensed - Certified Family,C2Q,541,344-1919,Eugene,44.011216999999995,-123.07598099999998
lane,Guided Growth Early Learning LLC,Family Child Care,Licensed - Certified Family,C2Q,541,217-8614,Springfield,44.050323,-122.93636400000001
lane,(ECC) Eugene Family YMCA Preschool & Fun Club,(CCC) Emergency Care,Licensed - Certified Center,C2Q,541,686-9622,Eugene,44.0372,-123.08312600000001
lane,International School Modern Technology Preschool,Child Care Center,Licensed - Certified Center,C2Q,541,285-1916,Eugene,44.017390999999996,-123.08830999999999
lane,(ECC) Learn Along Daycare LLC,(CCC) Emergency Care,Licensed - Certified Family,C2Q,541,972-3532,Eugene,44.119528,-123.157684
lane,Eugene Creative Care Willagillespie,School Age Program,Licensed - Certified Center,C2Q,541,683-7291,Eugene,44.071141,-123.099902
lane,Oak Street Child Development Center,Child Care Center,Licensed - Certified Center,C2Q,541,344-0241,Eugene,44.05396,-123.09152200000001
lane,La Escuelita VIP,Family Child Care,Unlicensed - Exempt,C2Q,541,852-1592,Eugene,44.093161,-123.079966
lane,(ECC) Ann E. Field Child Care,(CCC) Emergency Care,Licensed - Registered Family,C2Q,541,685-0427,Eugene,44.030001,-123.13720000000001
lane,Family Relief Nursery - Creswell,Child Care Center,Licensed - Certified Center,C2Q,541,942-4835,Creswell,43.919605,-123.021994
lane,Eugene Creative Care Prairie Mountain,School Age Program,Licensed - Certified Center,C2Q,541,683-7291,Eugene,44.07223200000001,-123.190218
lane,(ECC) Aurora Mellin Child Care,(CCC) Emergency Care,Licensed - Certified Family,NA,541,913-4386,Springfield,44.051553999999996,-122.92062100000001
lane,Madrone Montessori,Family Child Care,Licensed - Certified Family,NA,949,257-6160,Eugene,44.016295,-123.081428
lane,(ECC) Little VIP Daycare & Private School,(CCC) Emergency Care,Licensed - Certified Family,NA,541,461-4991,Eugene,44.117238,-123.13982999999999
lane,(ECC) Fun Zone Daycare,(CCC) Emergency Care,Licensed - Certified Family,NA,541,746-6460,Springfield,44.064794,-123.01676900000001
lane,Hour Answer Childcare,Family Child Care,Licensed - Registered Family,NA,541,741-2367,Springfield,44.04588,-122.899017
lane,Carousel Daycare,Family Child Care,Licensed - Registered Family,NA,541,729-6007,Springfield,44.051758,-122.92466900000002
